Rank,KOL,Point
1,ETH_Daily,0.15832087781832846
2,NeiroOnEthereum,0.12469622280460799
3,ethereumJoseph,0.1239142540833583
4,PulsechainCom,0.08325188057837819
5,EthereumDenver,0.01052878950216757
6,EthereumFear,0.00974682078091682
7,EthereumMemes,0.00974682078091682
8,ensdomains,0.00974682078091682
9,EthereumNetw,0.00974682078091682
10,EthereumPoW,0.00974682078091682
11,ethereum,0.008964852059666061
